area_type,availability,location,size,society,bath,balcony,price,total_squaremeter
Built-up Area,08-Jan,Beşiktaş,4+1,Mavi Apartman,4,2,11764459,161.65122
Super built-up Area,15-Nov,Bahçelievler,1+1,Mavi Apartman,1,0,11109461,131.92226
Super built-up Area,07-May,Ataşehir,2+1,Park Bahçesi,1,2,14294267,186.73503
Plot Area,30-Apr,Beşiktaş,4+1,Panorama Evleri,1,1,14790040,192.30921
Built-up Area,29-Jan,Beşiktaş,1+1,Park Bahçesi,2,0,6752987,73.39337
Plot Area,08-Mar,Bahçelievler,1+1,Denizpark Konakları,1,2,11156031,170.01249
Super built-up Area,22-Feb,Şişli,4+1,Kule Evleri,2,1,8924422,102.19330000000001
Built-up Area,31-Dec,Fatih,3+1,Kule Evleri,1,1,7518032,72.46434
Plot Area,15-Jul,Bahçelievler,5+1,Denizpark Konakları,3,0,10392677,115.19972
Built-up Area,06-Apr,Şişli,5+1,Bosphorus View,3,0,22922428,215.53496
Plot Area,28-Nov,Şişli,3+1,Mavi Apartman,2,2,8063048,87.32882000000001
Super built-up Area,16-Apr,Bahçelievler,2+1,Denizpark Konakları,1,1,12175600,178.37376
Super built-up Area,25-May,Beşiktaş,3+1,Mavi Apartman,4,1,14198571,138.42547
Plot Area,16-Jan,Fatih,2+1,Bosphorus View,1,2,10522752,98.47718
Built-up Area,28-Sep,Fatih,2+1,Kule Evleri,1,1,9086870,139.3545
Plot Area,13-Jul,Kadıköy,4+1,Denizpark Konakları,3,0,10260721,152.36092
Plot Area,11-Mar,Şişli,2+1,Park Bahçesi,3,0,12505691,182.08988
Super built-up Area,27-Aug,Fatih,1+1,Panorama Evleri,1,1,6813912,97.54815
Super built-up Area,07-Mar,Fatih,5+1,Park Bahçesi,3,1,16230346,193.23824000000002
Built-up Area,06-Aug,Maltepe,2+1,Panorama Evleri,3,1,4315906,55.7418
Built-up Area,11-Sep,Maltepe,5+1,Kule Evleri,2,1,11630698,175.58667
Super built-up Area,11-Aug,Beşiktaş,1+1,Bosphorus View,2,1,16794118,206.24466
Built-up Area,24-Nov,Fatih,1+1,Denizpark Konakları,1,0,11879021,171.87055
Super built-up Area,23-May,Beşiktaş,3+1,Mavi Apartman,3,1,16290658,176.5157
Built-up Area,25-Jul,Bahçelievler,4+1,Yakamoz Sitesi,4,2,11922313,166.29637
Plot Area,22-Feb,Fatih,3+1,Kule Evleri,4,0,16821218,180.23182
Super built-up Area,15-Aug,Bahçelievler,2+1,Panorama Evleri,2,0,4644372,59.45792
Built-up Area,13-Feb,Şişli,2+1,Kule Evleri,3,0,18139321,210.88981
Plot Area,30-Mar,Şişli,5+1,Yakamoz Sitesi,3,2,7141295,65.0321
Plot Area,04-Mar,Fatih,4+1,Bosphorus View,1,1,8466143,86.39979
Plot Area,22-Sep,Ataşehir,1+1,Park Bahçesi,2,2,5990907,80.82561
Built-up Area,29-Dec,Bahçelievler,3+1,Mavi Apartman,2,1,6023447,89.18688
Super built-up Area,03-Jan,Beşiktaş,3+1,Bosphorus View,4,2,13736523,160.72219
Super built-up Area,30-Aug,Fatih,1+1,Denizpark Konakları,2,1,21745299,211.81884
Super built-up Area,19-Sep,Kadıköy,5+1,Yakamoz Sitesi,1,0,12952885,125.41905
Plot Area,21-Mar,Fatih,5+1,Mavi Apartman,2,0,18131480,188.59309000000002
Super built-up Area,01-Sep,Fatih,4+1,Kule Evleri,2,0,15832454,186.73503
Plot Area,20-Oct,Ataşehir,4+1,Yakamoz Sitesi,4,1,16014924,224.82526000000001
Plot Area,28-Jan,Ataşehir,4+1,Mavi Apartman,2,1,4952829,57.59986
Super built-up Area,02-Jan,Fatih,3+1,Kule Evleri,2,2,17188430,145.85771
Plot Area,16-Sep,Bahçelievler,3+1,Denizpark Konakları,2,2,6672126,137.49644
Super built-up Area,06-Jan,Maltepe,2+1,Park Bahçesi,2,1,4843715,58.528890000000004
Built-up Area,11-Aug,Şişli,1+1,Bosphorus View,2,1,10189192,174.65764000000001
Built-up Area,24-May,Bahçelievler,1+1,Mavi Apartman,1,0,12737080,166.29637
Built-up Area,26-Nov,Fatih,1+1,Panorama Evleri,2,2,9604914,85.47076
Super built-up Area,12-Jun,Fatih,1+1,Mavi Apartman,2,0,7747220,122.63196
Plot Area,17-May,Beşiktaş,1+1,Denizpark Konakları,1,1,6812445,61.31598
Super built-up Area,11-Jan,Şişli,5+1,Panorama Evleri,2,0,6851474,71.53531
Built-up Area,19-Sep,Fatih,5+1,Mavi Apartman,2,1,7086312,85.47076
Super built-up Area,09-Aug,Bahçelievler,4+1,Mavi Apartman,3,0,12821082,190.45115
Built-up Area,02-Feb,Ataşehir,5+1,Yakamoz Sitesi,1,2,9203711,124.49002
Built-up Area,29-Jul,Beşiktaş,1+1,Mavi Apartman,1,2,16970467,202.52854
Plot Area,29-Jan,Bahçelievler,2+1,Mavi Apartman,3,1,8133889,127.27711000000001
Plot Area,08-Feb,Kadıköy,2+1,Denizpark Konakları,2,0,4983678,55.7418
Built-up Area,12-Mar,Maltepe,3+1,Mavi Apartman,2,1,12674051,207.17369
Super built-up Area,09-Dec,Şişli,2+1,Panorama Evleri,3,0,16767116,191.38018
Built-up Area,26-Apr,Ataşehir,3+1,Park Bahçesi,3,2,11793684,162.58025
Plot Area,21-Nov,Beşiktaş,3+1,Panorama Evleri,4,1,9465825,99.40621
Built-up Area,11-Jul,Bahçelievler,1+1,Kule Evleri,1,0,7731998,170.01249
Plot Area,01-Mar,Ataşehir,4+1,Mavi Apartman,4,0,9923854,137.49644
Plot Area,15-Apr,Şişli,1+1,Bosphorus View,2,1,10036578,108.69651
Super built-up Area,26-Feb,Ataşehir,2+1,Denizpark Konakları,1,0,8658280,138.42547
Super built-up Area,11-May,Kadıköy,1+1,Park Bahçesi,2,1,4993116,71.53531
Plot Area,12-Mar,Beşiktaş,5+1,Denizpark Konakları,4,2,18520247,194.16727
Built-up Area,11-Aug,Bahçelievler,2+1,Kule Evleri,1,1,12612664,216.46399
Plot Area,01-Jun,Bahçelievler,2+1,Denizpark Konakları,2,1,9059033,141.21256
Plot Area,05-Jan,Beşiktaş,3+1,Yakamoz Sitesi,1,1,11233519,95.69009
Plot Area,16-May,Kadıköy,4+1,Denizpark Konakları,1,0,5018049,82.68367
Built-up Area,03-Aug,Bahçelievler,1+1,Bosphorus View,1,2,12933166,206.24466
Super built-up Area,05-Mar,Ataşehir,4+1,Panorama Evleri,3,0,8546390,104.05136
Plot Area,29-Jan,Ataşehir,4+1,Panorama Evleri,1,2,10909320,180.23182
Built-up Area,14-Dec,Bahçelievler,4+1,Park Bahçesi,3,2,6661009,91.04494
Plot Area,16-Apr,Kadıköy,5+1,Denizpark Konakları,4,2,7056419,104.05136
Super built-up Area,23-Apr,Bahçelievler,5+1,Bosphorus View,4,0,10388553,190.45115
Plot Area,07-Oct,Beşiktaş,2+1,Yakamoz Sitesi,3,1,8384205,84.54173
Plot Area,25-Sep,Bahçelievler,4+1,Kule Evleri,4,2,7327923,104.98039
Plot Area,28-Apr,Şişli,4+1,Panorama Evleri,2,0,8983798,101.26427
Super built-up Area,24-Mar,Kadıköy,2+1,Mavi Apartman,2,1,14758937,171.87055
Built-up Area,09-May,Ataşehir,4+1,Park Bahçesi,1,2,11818609,178.37376
Plot Area,13-Jun,Bahçelievler,3+1,Park Bahçesi,1,0,19354760,228.54138
Built-up Area,08-Apr,Şişli,3+1,Park Bahçesi,3,2,16408056,221.10914
Super built-up Area,19-Mar,Ataşehir,4+1,Yakamoz Sitesi,1,0,9797851,109.62554
Built-up Area,26-Apr,Kadıköy,5+1,Park Bahçesi,4,1,16792860,192.30921
Built-up Area,17-Jan,Bahçelievler,2+1,Yakamoz Sitesi,3,1,13886685,227.61235
Plot Area,31-Aug,Ataşehir,3+1,Denizpark Konakları,3,1,13617602,147.71577
Built-up Area,03-Apr,Bahçelievler,5+1,Denizpark Konakları,2,0,6042619,94.76106
Built-up Area,27-Jan,Ataşehir,4+1,Bosphorus View,1,1,8784379,146.78674
Built-up Area,22-Nov,Fatih,2+1,Bosphorus View,3,2,11183497,144.92868
Built-up Area,22-Aug,Şişli,1+1,Denizpark Konakları,2,1,8921922,129.13517000000002
Super built-up Area,18-Apr,Kadıköy,4+1,Yakamoz Sitesi,4,2,13705460,215.53496
Built-up Area,07-Mar,Bahçelievler,2+1,Bosphorus View,3,0,10395902,168.15443
Built-up Area,21-Jul,Beşiktaş,3+1,Bosphorus View,2,1,10430563,103.12233
Plot Area,04-Jun,Fatih,4+1,Panorama Evleri,3,1,7637206,74.3224
Plot Area,03-Jul,Beşiktaş,3+1,Park Bahçesi,4,0,15378555,157.9351
Plot Area,03-Nov,Bahçelievler,3+1,Denizpark Konakları,4,0,9986496,159.79316
Built-up Area,09-Jul,Kadıköy,4+1,Kule Evleri,2,1,10161108,102.19330000000001
Plot Area,27-Aug,Maltepe,3+1,Panorama Evleri,3,2,7309458,96.61912000000001
Super built-up Area,31-Aug,Kadıköy,1+1,Mavi Apartman,1,0,11854448,145.85771
Plot Area,14-May,Beşiktaş,4+1,Panorama Evleri,1,0,19692192,188.59309000000002
Super built-up Area,18-Sep,Bahçelievler,5+1,Panorama Evleri,3,0,9335077,117.98681
Plot Area,05-Feb,Şişli,5+1,Bosphorus View,3,2,7842969,91.97397000000001
Super built-up Area,13-Jul,Beşiktaş,1+1,Bosphorus View,2,0,14115033,140.28353
Built-up Area,19-Nov,Şişli,4+1,Panorama Evleri,2,1,13566944,176.5157
Super built-up Area,06-Sep,Maltepe,2+1,Mavi Apartman,1,2,10049629,156.07704
Super built-up Area,30-Nov,Kadıköy,4+1,Panorama Evleri,1,2,10965904,117.05778000000001
Super built-up Area,19-May,Maltepe,3+1,Denizpark Konakları,2,0,12388167,189.52212
Super built-up Area,03-Nov,Şişli,2+1,Bosphorus View,3,0,14760896,168.15443
Plot Area,04-Aug,Maltepe,1+1,Denizpark Konakları,2,1,9759072,152.36092
Built-up Area,20-Aug,Maltepe,1+1,Yakamoz Sitesi,2,2,8592112,116.12875
Built-up Area,31-Jan,Maltepe,3+1,Yakamoz Sitesi,2,0,6610275,89.18688
Plot Area,14-Nov,Fatih,5+1,Yakamoz Sitesi,4,1,16599826,218.32205000000002
Super built-up Area,13-Jun,Şişli,3+1,Kule Evleri,1,1,12884684,158.86413000000002
Plot Area,15-Aug,Ataşehir,4+1,Panorama Evleri,4,1,11000684,130.0642
Plot Area,01-Dec,Kadıköy,2+1,Mavi Apartman,3,0,5661240,73.39337
Super built-up Area,13-Oct,Beşiktaş,2+1,Park Bahçesi,2,1,11443844,143.07062
Built-up Area,28-Jan,Şişli,2+1,Denizpark Konakları,3,0,14605006,167.2254
Super built-up Area,22-Aug,Beşiktaş,5+1,Park Bahçesi,3,2,11657815,146.78674
Super built-up Area,24-Aug,Ataşehir,2+1,Panorama Evleri,2,1,11913444,144.92868
Built-up Area,14-Jan,Ataşehir,5+1,Kule Evleri,3,1,15643761,176.5157
Super built-up Area,25-Jan,Fatih,2+1,Kule Evleri,3,0,13792813,198.81242
Super built-up Area,17-Jul,Şişli,3+1,Park Bahçesi,2,0,5582074,74.3224
Super built-up Area,12-Mar,Fatih,1+1,Panorama Evleri,1,1,5528967,69.67725
Super built-up Area,23-Jun,Fatih,1+1,Kule Evleri,2,1,6499892,80.82561
Super built-up Area,19-Dec,Fatih,2+1,Bosphorus View,1,1,19599242,221.10914
Super built-up Area,13-Jan,Ataşehir,1+1,Park Bahçesi,2,1,10412172,127.27711000000001
Super built-up Area,15-Aug,Fatih,5+1,Park Bahçesi,4,0,11763179,181.16085
Built-up Area,10-Apr,Bahçelievler,1+1,Bosphorus View,2,0,12025878,154.21898000000002
Super built-up Area,26-May,Fatih,2+1,Panorama Evleri,2,2,7378797,93.83203
Built-up Area,25-Apr,Bahçelievler,1+1,Denizpark Konakları,1,2,4054035,62.24501
Built-up Area,19-Mar,Kadıköy,3+1,Yakamoz Sitesi,2,1,16820335,168.15443
Super built-up Area,21-Aug,Bahçelievler,2+1,Park Bahçesi,2,0,9920757,183.94794000000002
Built-up Area,12-May,Beşiktaş,5+1,Park Bahçesi,4,1,11586449,127.27711000000001
Built-up Area,29-Jul,Bahçelievler,1+1,Mavi Apartman,2,0,8275743,148.6448
Built-up Area,24-Apr,Bahçelievler,2+1,Denizpark Konakları,1,2,6071849,78.03852
Plot Area,18-Feb,Maltepe,5+1,Yakamoz Sitesi,1,0,5369422,63.174040000000005
Built-up Area,11-Oct,Kadıköy,5+1,Panorama Evleri,2,2,18250622,220.18011
Built-up Area,16-Jan,Kadıköy,1+1,Mavi Apartman,2,0,9530809,151.43189
Plot Area,14-Jan,Beşiktaş,1+1,Bosphorus View,2,2,5723055,75.25143
Plot Area,18-Jul,Bahçelievler,1+1,Bosphorus View,1,0,7203613,110.55457
Super built-up Area,11-Nov,Bahçelievler,3+1,Mavi Apartman,3,1,14471751,164.43831
Super built-up Area,22-Feb,Beşiktaş,2+1,Panorama Evleri,1,0,6777672,87.32882000000001
Built-up Area,02-Sep,Kadıköy,5+1,Yakamoz Sitesi,3,0,12982675,158.86413000000002
Built-up Area,30-Nov,Fatih,1+1,Bosphorus View,1,1,13532057,139.3545
Plot Area,07-Feb,Maltepe,2+1,Panorama Evleri,3,1,8351476,111.4836
Built-up Area,21-Sep,Kadıköy,4+1,Park Bahçesi,2,2,11282364,137.49644
Plot Area,14-Aug,Maltepe,2+1,Kule Evleri,2,1,9263853,136.56741
Built-up Area,30-Jan,Şişli,1+1,Panorama Evleri,1,1,22106179,200.67048
Plot Area,17-Oct,Maltepe,4+1,Denizpark Konakları,3,1,12453827,227.61235
Built-up Area,22-Aug,Fatih,3+1,Bosphorus View,4,0,13994242,167.2254
Super built-up Area,10-Dec,Şişli,4+1,Park Bahçesi,2,1,14287531,166.29637
Super built-up Area,20-Nov,Şişli,4+1,Kule Evleri,2,1,8225109,87.32882000000001
Super built-up Area,09-Feb,Şişli,5+1,Panorama Evleri,2,1,17277893,215.53496
Built-up Area,27-Dec,Maltepe,3+1,Mavi Apartman,2,1,6130917,83.6127
Super built-up Area,06-Aug,Beşiktaş,5+1,Park Bahçesi,3,0,14373598,197.88339
Plot Area,23-Sep,Bahçelievler,3+1,Park Bahçesi,3,0,7811006,109.62554
Super built-up Area,03-Jun,Fatih,2+1,Panorama Evleri,3,0,16988743,182.08988
Super built-up Area,21-Jun,Maltepe,1+1,Park Bahçesi,1,0,4460393,68.74822
Plot Area,30-May,Ataşehir,5+1,Park Bahçesi,3,0,12662764,225.75429
Super built-up Area,16-Aug,Maltepe,4+1,Denizpark Konakları,3,1,6154821,85.47076
Super built-up Area,07-Sep,Bahçelievler,5+1,Panorama Evleri,4,2,8962823,174.65764000000001
Super built-up Area,24-Aug,Şişli,5+1,Panorama Evleri,3,0,7240793,59.45792
Built-up Area,13-Dec,Maltepe,5+1,Kule Evleri,2,1,9714083,167.2254
Plot Area,03-Nov,Maltepe,4+1,Park Bahçesi,3,0,8301416,123.56099
Super built-up Area,10-Apr,Fatih,1+1,Panorama Evleri,2,1,19869584,200.67048
Plot Area,28-Sep,Fatih,5+1,Denizpark Konakları,4,2,16492033,168.15443
Built-up Area,04-Nov,Maltepe,5+1,Park Bahçesi,3,2,12710695,170.94152
Super built-up Area,24-May,Şişli,4+1,Yakamoz Sitesi,2,1,11324806,197.88339
Super built-up Area,05-Dec,Fatih,3+1,Mavi Apartman,3,1,6506076,90.11591
Built-up Area,24-Oct,Ataşehir,4+1,Mavi Apartman,2,0,5672709,75.25143
Built-up Area,09-Mar,Maltepe,5+1,Denizpark Konakları,4,1,14884910,222.9672
Plot Area,04-Nov,Kadıköy,3+1,Park Bahçesi,1,0,14093105,196.95436
Plot Area,02-Jan,Şişli,4+1,Mavi Apartman,2,0,11192097,209.03175000000002
Built-up Area,21-May,Beşiktaş,4+1,Denizpark Konakları,3,2,11898084,106.83845000000001
Super built-up Area,17-Jan,Beşiktaş,3+1,Park Bahçesi,2,2,13046462,199.74145000000001
Plot Area,29-Nov,Bahçelievler,5+1,Panorama Evleri,2,1,11651995,139.3545
Plot Area,19-Nov,Beşiktaş,5+1,Denizpark Konakları,3,0,21446148,210.88981
Built-up Area,24-Aug,Maltepe,1+1,Panorama Evleri,2,0,7812552,170.01249
Plot Area,20-Oct,Fatih,1+1,Denizpark Konakları,2,0,6688213,80.82561
Built-up Area,17-Oct,Kadıköy,3+1,Park Bahçesi,4,2,15410157,229.47041000000002
Built-up Area,03-Mar,Bahçelievler,4+1,Park Bahçesi,3,1,6854615,87.32882000000001
Super built-up Area,20-Sep,Şişli,2+1,Denizpark Konakları,1,0,16036666,161.65122
Built-up Area,18-Jan,Maltepe,5+1,Yakamoz Sitesi,3,2,10757748,202.52854
Built-up Area,29-Sep,Şişli,5+1,Panorama Evleri,4,1,16252696,213.67690000000002
Super built-up Area,22-Feb,Kadıköy,2+1,Bosphorus View,3,1,11601079,151.43189
Super built-up Area,06-Jun,Maltepe,2+1,Yakamoz Sitesi,2,1,4901025,61.31598
Plot Area,04-Oct,Beşiktaş,2+1,Mavi Apartman,2,0,22152511,208.10272
Built-up Area,18-Aug,Maltepe,2+1,Denizpark Konakları,2,1,12855830,168.15443
Built-up Area,21-Jul,Kadıköy,2+1,Bosphorus View,2,0,5098958,61.31598
Built-up Area,19-May,Kadıköy,2+1,Mavi Apartman,2,2,10928565,130.0642
Plot Area,31-Mar,Beşiktaş,3+1,Yakamoz Sitesi,3,2,15553831,161.65122
Plot Area,15-Feb,Beşiktaş,2+1,Mavi Apartman,2,0,17373144,211.81884
Super built-up Area,22-Apr,Ataşehir,5+1,Park Bahçesi,2,0,11254419,136.56741
Plot Area,22-Oct,Ataşehir,2+1,Park Bahçesi,3,0,5383191,92.903
Built-up Area,16-Sep,Fatih,1+1,Bosphorus View,2,2,11476148,119.84487
Plot Area,05-Aug,Bahçelievler,1+1,Kule Evleri,1,1,8915040,134.70935
Plot Area,04-Jun,Beşiktaş,3+1,Kule Evleri,1,0,10615099,108.69651
Built-up Area,03-Mar,Ataşehir,4+1,Denizpark Konakları,4,1,14489224,218.32205000000002
Plot Area,26-Aug,Bahçelievler,2+1,Bosphorus View,3,2,4935478,67.81919
Super built-up Area,17-Sep,Bahçelievler,4+1,Mavi Apartman,2,2,12198555,217.39302
Super built-up Area,12-Feb,Kadıköy,4+1,Yakamoz Sitesi,1,0,7401535,67.81919
Built-up Area,17-Sep,Bahçelievler,3+1,Park Bahçesi,1,2,16303184,226.68332
Built-up Area,22-Jan,Ataşehir,5+1,Mavi Apartman,1,2,14490151,155.14801
Super built-up Area,12-Mar,Şişli,5+1,Bosphorus View,4,2,11688037,121.70293000000001
Super built-up Area,30-Apr,Fatih,2+1,Park Bahçesi,2,2,21292951,214.60593
Super built-up Area,22-Aug,Beşiktaş,2+1,Denizpark Konakları,1,1,12752407,135.63838
Super built-up Area,13-Feb,Şişli,1+1,Park Bahçesi,1,2,12883695,137.49644
Built-up Area,01-Aug,Bahçelievler,4+1,Bosphorus View,2,0,9652668,145.85771
Plot Area,24-Jun,Bahçelievler,1+1,Panorama Evleri,2,0,7077065,115.19972
Built-up Area,06-Jun,Maltepe,1+1,Park Bahçesi,1,0,7038899,122.63196
Built-up Area,14-Feb,Maltepe,1+1,Bosphorus View,2,2,5985780,78.96755
Plot Area,21-Feb,Fatih,5+1,Mavi Apartman,4,0,10290977,117.05778000000001
Plot Area,16-Nov,Maltepe,5+1,Denizpark Konakları,4,2,9923203,123.56099
Plot Area,12-Aug,Kadıköy,2+1,Denizpark Konakları,1,0,6145723,85.47076
Super built-up Area,15-Oct,Şişli,2+1,Park Bahçesi,1,2,7320995,88.25785
Super built-up Area,13-Jun,Ataşehir,2+1,Park Bahçesi,2,2,14617997,174.65764000000001
Plot Area,08-Apr,Şişli,5+1,Kule Evleri,2,1,7489669,90.11591
Built-up Area,19-Jun,Beşiktaş,2+1,Denizpark Konakları,2,0,11988477,117.98681
Super built-up Area,30-Aug,Maltepe,1+1,Yakamoz Sitesi,1,2,6809576,93.83203
Plot Area,22-Dec,Bahçelievler,1+1,Mavi Apartman,2,1,12139532,170.94152
Plot Area,31-Oct,Şişli,1+1,Mavi Apartman,2,1,10916471,182.08988
Built-up Area,24-May,Şişli,2+1,Yakamoz Sitesi,2,0,10642227,135.63838
Built-up Area,14-Nov,Fatih,4+1,Park Bahçesi,4,1,17413272,169.08346
Plot Area,10-Aug,Bahçelievler,1+1,Yakamoz Sitesi,1,0,4931006,81.75464
Built-up Area,28-Feb,Fatih,2+1,Mavi Apartman,3,0,15119881,184.87697
Plot Area,15-May,Maltepe,4+1,Yakamoz Sitesi,3,2,14179251,200.67048
Built-up Area,24-Jan,Ataşehir,4+1,Mavi Apartman,4,1,10418837,116.12875
Super built-up Area,29-Sep,Fatih,4+1,Panorama Evleri,2,1,7850173,83.6127
Plot Area,06-Jun,Ataşehir,5+1,Denizpark Konakları,3,2,6445287,94.76106
Super built-up Area,08-Jan,Bahçelievler,4+1,Yakamoz Sitesi,2,1,9614127,142.14159
Built-up Area,25-Jun,Beşiktaş,4+1,Panorama Evleri,1,2,17943461,164.43831
Super built-up Area,10-Jun,Bahçelievler,4+1,Panorama Evleri,1,0,12940996,155.14801
Super built-up Area,30-Jul,Maltepe,5+1,Mavi Apartman,2,2,5903327,87.32882000000001
Plot Area,25-Aug,Fatih,1+1,Panorama Evleri,2,1,7571855,78.96755
Super built-up Area,20-Apr,Maltepe,1+1,Denizpark Konakları,2,0,4359820,75.25143
Plot Area,23-Sep,Ataşehir,4+1,Bosphorus View,1,0,7475030,122.63196
Plot Area,18-May,Beşiktaş,2+1,Bosphorus View,1,2,21949158,222.9672
Plot Area,04-Jul,Ataşehir,5+1,Mavi Apartman,4,1,12254864,150.50286
Built-up Area,30-Mar,Beşiktaş,4+1,Kule Evleri,3,2,16268437,221.10914
Built-up Area,09-Dec,Maltepe,3+1,Mavi Apartman,2,2,10708834,157.00607
Plot Area,19-Oct,Ataşehir,4+1,Kule Evleri,3,1,14045557,230.39944
Super built-up Area,20-May,Bahçelievler,1+1,Denizpark Konakları,1,0,7774598,104.05136
Built-up Area,17-Nov,Fatih,4+1,Mavi Apartman,1,2,6249480,64.10307
Built-up Area,25-Feb,Ataşehir,4+1,Denizpark Konakları,2,0,13716858,184.87697
Super built-up Area,19-Apr,Fatih,4+1,Kule Evleri,2,0,8433971,102.19330000000001
Built-up Area,03-Feb,Maltepe,2+1,Kule Evleri,1,0,10414924,190.45115
Plot Area,10-Apr,Bahçelievler,5+1,Yakamoz Sitesi,3,2,11780743,211.81884
Plot Area,13-Jun,Fatih,4+1,Park Bahçesi,1,2,6365669,75.25143
Built-up Area,11-Aug,Şişli,2+1,Kule Evleri,3,0,6048746,70.60628
Plot Area,28-Dec,Kadıköy,4+1,Park Bahçesi,4,2,11700929,128.20614
Super built-up Area,04-Sep,Fatih,1+1,Yakamoz Sitesi,1,0,10455926,146.78674
Plot Area,07-Oct,Şişli,5+1,Park Bahçesi,4,2,18110689,165.36734
Built-up Area,29-Oct,Beşiktaş,1+1,Park Bahçesi,1,2,23959910,211.81884
Plot Area,16-Dec,Bahçelievler,1+1,Denizpark Konakları,2,2,11114132,173.72861
Plot Area,01-Jan,Maltepe,3+1,Bosphorus View,1,2,12988232,157.00607
Plot Area,23-Dec,Ataşehir,3+1,Panorama Evleri,2,2,14213690,185.806
Plot Area,05-May,Şişli,2+1,Mavi Apartman,1,2,22279633,210.88981
Plot Area,06-Jan,Kadıköy,5+1,Denizpark Konakları,2,0,11537002,116.12875
Super built-up Area,17-Jul,Şişli,4+1,Kule Evleri,2,2,17917077,181.16085
Built-up Area,10-Nov,Şişli,4+1,Yakamoz Sitesi,1,2,15310845,165.36734
Plot Area,01-May,Fatih,1+1,Bosphorus View,2,2,6124155,66.89016000000001
Plot Area,23-Apr,Şişli,1+1,Mavi Apartman,1,0,4012250,61.31598
Plot Area,28-Feb,Bahçelievler,5+1,Park Bahçesi,3,0,8755647,123.56099
Super built-up Area,14-May,Maltepe,3+1,Denizpark Konakları,3,1,13538571,148.6448
Super built-up Area,25-Nov,Fatih,4+1,Panorama Evleri,2,2,13078246,110.55457
Super built-up Area,14-Feb,Maltepe,1+1,Yakamoz Sitesi,1,2,16220045,170.94152
Built-up Area,26-May,Kadıköy,2+1,Park Bahçesi,2,2,12792217,166.29637
Built-up Area,12-Jul,Şişli,5+1,Panorama Evleri,1,2,13769024,141.21256
Super built-up Area,07-Oct,Bahçelievler,1+1,Kule Evleri,2,1,15503379,196.02533
Super built-up Area,15-May,Beşiktaş,1+1,Bosphorus View,1,1,7111646,70.60628
Plot Area,26-Nov,Bahçelievler,2+1,Park Bahçesi,1,1,14797657,223.89623
Super built-up Area,14-Jun,Bahçelievler,5+1,Yakamoz Sitesi,2,1,11795651,208.10272
Built-up Area,16-Sep,Ataşehir,4+1,Yakamoz Sitesi,4,2,14372546,231.32847
Super built-up Area,15-Jan,Maltepe,4+1,Kule Evleri,4,2,8115479,117.98681
Super built-up Area,19-Oct,Bahçelievler,2+1,Denizpark Konakları,2,1,7791593,124.49002
Plot Area,08-Aug,Fatih,2+1,Yakamoz Sitesi,2,0,8994690,88.25785
Built-up Area,14-Nov,Maltepe,5+1,Panorama Evleri,4,1,10795311,159.79316
Built-up Area,23-Dec,Şişli,4+1,Denizpark Konakları,3,2,16246509,222.9672
Super built-up Area,15-Apr,Kadıköy,1+1,Kule Evleri,2,1,8660479,106.83845000000001
Super built-up Area,26-Dec,Maltepe,5+1,Yakamoz Sitesi,3,1,8279239,142.14159
Plot Area,13-Dec,Maltepe,1+1,Kule Evleri,2,2,10845131,203.45757
Plot Area,03-May,Ataşehir,4+1,Park Bahçesi,1,1,9584373,121.70293000000001
Built-up Area,17-Aug,Ataşehir,4+1,Denizpark Konakları,1,0,11331362,157.9351
Super built-up Area,10-Feb,Fatih,2+1,Mavi Apartman,3,1,6365377,69.67725
Super built-up Area,17-Oct,Bahçelievler,2+1,Panorama Evleri,2,2,4763184,67.81919
Built-up Area,06-Apr,Bahçelievler,1+1,Denizpark Konakları,2,0,5768164,102.19330000000001
Plot Area,07-Feb,Kadıköy,3+1,Park Bahçesi,2,0,14603703,209.96078
Super built-up Area,31-Aug,Şişli,3+1,Denizpark Konakları,3,0,16002389,188.59309000000002
Built-up Area,21-May,Maltepe,4+1,Denizpark Konakları,3,2,14273525,215.53496
Super built-up Area,13-Mar,Kadıköy,4+1,Kule Evleri,3,0,17220374,191.38018
Plot Area,02-May,Maltepe,4+1,Park Bahçesi,3,0,14334651,196.95436
Plot Area,24-Mar,Maltepe,1+1,Park Bahçesi,2,2,8666190,125.41905
Built-up Area,09-Jan,Maltepe,2+1,Park Bahçesi,3,0,13652030,192.30921
Super built-up Area,26-Oct,Bahçelievler,2+1,Yakamoz Sitesi,2,1,4984336,76.18046
Super built-up Area,10-Jul,Bahçelievler,4+1,Park Bahçesi,2,2,5202315,70.60628
Plot Area,26-Mar,Bahçelievler,4+1,Yakamoz Sitesi,2,2,12222959,208.10272
Built-up Area,17-Nov,Ataşehir,4+1,Yakamoz Sitesi,1,0,15502759,216.46399
Super built-up Area,07-Sep,Beşiktaş,3+1,Panorama Evleri,1,0,12347712,164.43831
Plot Area,20-Jun,Ataşehir,4+1,Bosphorus View,3,2,11865828,163.50928
Super built-up Area,13-Aug,Beşiktaş,2+1,Yakamoz Sitesi,3,0,4605545,57.59986
Plot Area,21-Oct,Maltepe,5+1,Denizpark Konakları,4,0,11261684,167.2254
Super built-up Area,20-Dec,Beşiktaş,1+1,Bosphorus View,2,0,11264249,120.7739
Plot Area,24-Jan,Şişli,2+1,Panorama Evleri,3,0,16911739,170.94152
